age,annual_income,credit_score,years_customer,prior_claims,region,high_risk
38,48871.01,654,13,2,2,0
25,40876.95,719,12,1,0,0
38,25583.2,850,8,1,0,0
31,38184.0,601,7,0,0,0
44,57804.82,802,2,0,0,0
23,46952.24,640,13,0,0,1
40,50537.39,787,7,0,0,0
46,70684.7,734,11,0,0,0
50,41291.78,728,13,0,2,0
30,96721.3,667,5,1,1,1
40,29892.55,659,3,0,0,0
42,128540.75,622,20,0,2,0
58,85521.18,680,10,0,1,0
22,41027.63,665,6,1,0,0
29,42418.53,695,14,0,0,0
73,54359.13,567,6,0,0,0
36,66127.2,681,9,0,1,0
18,84734.16,781,5,1,1,0
33,25076.95,755,7,1,1,0
18,61005.62,681,6,1,1,1
42,17013.17,850,4,0,0,0
49,44862.15,633,9,0,0,0
29,101412.97,673,4,0,1,0
34,24129.62,563,10,0,0,0
51,22034.86,647,6,2,0,0
18,54742.6,823,0,0,0,0
24,98097.25,650,11,0,1,1
37,57681.84,557,11,1,1,0
30,18914.63,749,19,0,0,0
36,21129.72,711,8,1,0,0
24,51476.12,746,8,1,1,1
42,27183.86,656,10,1,1,0
38,52488.17,599,13,1,0,1
46,54067.99,665,12,0,1,0
42,38373.46,724,9,1,1,0
42,121464.48,674,7,0,0,0
22,65856.51,711,12,0,1,1
45,89840.88,637,7,0,0,1
36,77675.17,714,1,2,1,0
38,45477.06,679,0,0,1,0
52,44479.17,623,6,0,0,0
31,42242.83,691,8,1,0,0
56,68909.62,649,20,0,1,0
57,35412.4,729,7,0,1,0
49,116135.92,749,8,1,0,0
28,33761.13,720,5,1,0,0
18,54569.89,549,11,2,0,1
52,43715.57,602,9,0,0,1
41,39128.38,629,4,0,2,0
31,145244.44,616,2,1,1,0
54,39358.72,636,5,0,1,0
29,42093.11,754,3,1,2,0
34,35169.45,735,6,1,0,0
46,50037.11,646,8,2,2,1
26,46599.58,727,5,0,2,0
38,28011.58,706,15,0,0,0
53,39648.76,677,13,0,2,0
42,66492.42,771,6,1,1,0
54,81919.59,627,3,1,0,0
53,49612.61,684,7,1,0,0
40,50488.32,595,7,0,0,0
18,40925.25,599,7,0,1,0
26,38130.86,571,6,0,0,0
49,30952.64,601,2,3,0,1
21,22509.11,686,8,2,1,0
36,34502.14,655,6,2,1,0
44,77035.87,658,6,1,0,0
57,39647.83,656,8,0,0,0
33,41232.85,821,7,0,1,0
32,40833.47,589,8,0,0,1
39,91340.89,580,6,1,1,1
44,30816.6,612,9,0,0,0
38,56304.33,674,4,1,0,0
52,47371.07,721,2,0,2,0
30,50714.31,729,3,3,0,0
41,55391.16,755,4,0,0,0
45,50442.15,671,1,2,0,0
35,72875.73,648,0,0,0,0
50,48308.91,810,10,1,0,0
41,117264.6,457,14,1,2,1
49,50123.24,685,10,0,0,0
42,20915.93,714,5,0,1,0
44,67450.9,829,0,2,0,0
32,59638.01,547,8,0,0,0
32,49825.02,646,0,1,1,1
54,43054.17,571,7,1,1,1
47,17029.3,536,4,1,0,1
27,18519.47,663,0,1,0,1
42,111720.96,746,15,0,0,0
18,36579.7,776,1,0,2,0
33,79444.2,637,6,0,1,0
51,21993.08,733,7,1,2,1
38,29044.11,664,5,0,0,0
41,68824.87,724,10,1,0,1
18,46571.75,772,4,0,1,0
35,64140.65,664,9,0,2,0
44,48687.8,766,9,1,1,0
45,44186.03,582,1,0,0,1
51,34890.79,732,9,0,0,0
37,26983.98,762,2,0,2,0
38,98849.19,754,2,0,1,0
24,107329.04,585,9,0,2,0
37,29162.78,663,5,1,1,0
24,28224.92,704,9,0,0,0
18,41196.7,715,9,1,0,0
26,58117.23,689,0,0,0,0
58,44760.93,794,11,1,0,0
36,62928.85,576,9,1,1,1
42,47828.43,660,5,1,0,0
33,46290.15,544,7,1,0,0
18,163822.59,729,11,1,0,0
51,37699.36,724,6,1,2,0
18,111298.77,850,18,0,1,0
33,101056.15,762,15,0,0,0
39,63072.92,706,8,2,1,0
42,18712.26,700,6,1,2,0
31,49787.97,654,7,0,1,0
18,37897.96,690,4,1,0,0
30,49515.71,702,8,1,0,0
31,28811.12,522,11,1,1,1
30,71548.37,695,1,0,0,1
51,80217.14,688,11,1,0,1
25,87992.97,820,12,0,0,0
43,40494.06,669,10,1,0,1
41,28862.18,618,7,1,0,0
51,58444.96,701,10,0,0,0
38,117952.49,685,14,1,0,0
49,50751.42,669,7,0,1,0
37,61460.41,577,8,0,2,0
45,43588.05,667,18,1,0,0
21,38111.25,633,9,0,1,0
18,68127.62,662,2,3,0,1
44,46488.8,738,12,2,1,0
45,59979.7,626,10,0,0,0
45,63180.65,662,4,0,2,0
33,58323.39,723,2,1,0,0
57,64791.37,658,9,0,0,0
34,32000.19,850,7,0,1,0
45,31038.55,699,1,1,1,0
47,47987.18,580,7,1,0,1
60,48567.96,612,7,1,0,0
36,37753.69,604,7,0,1,1
32,55298.45,613,10,1,2,0
22,77196.45,722,0,1,1,0
58,88765.73,591,2,1,0,1
45,99322.85,653,5,0,2,0
45,25402.41,771,14,0,1,0
77,27405.55,638,19,4,1,0
43,42411.6,733,8,0,0,1
24,51028.69,545,8,0,0,0
37,43511.95,650,0,1,0,0
28,37185.73,609,12,0,1,0
35,42099.49,703,10,0,0,0
35,62420.99,597,9,1,1,0
32,25214.86,845,1,0,0,0
23,158210.01,548,17,1,1,1
59,49538.07,770,15,0,0,0
43,82902.77,750,9,1,2,0
37,36680.39,704,12,0,1,0
49,65327.92,684,8,2,1,0
45,51536.5,828,12,0,0,0
43,75237.44,850,1,0,0,0
48,44385.87,663,0,0,1,0
41,106487.38,692,1,0,1,0
48,23247.95,635,3,0,1,1
49,78801.47,586,4,0,0,0
41,52018.77,717,10,0,1,0
37,29461.41,699,6,0,1,0
58,130096.65,551,7,0,1,0
34,123543.53,716,2,0,0,0
44,17379.81,702,1,0,1,1
44,53551.13,631,8,0,1,0
32,69761.06,626,5,0,1,0
30,61135.77,713,8,0,1,0
35,104585.98,808,10,0,0,0
34,94260.39,711,16,0,1,0
22,55971.26,742,7,1,1,0
32,153054.88,613,17,1,1,0
43,78309.43,646,10,1,0,1
55,41121.76,728,11,0,1,0
46,37191.15,571,13,0,0,0
18,91278.52,696,11,0,0,0
47,32975.59,719,3,0,0,1
33,39939.89,676,13,0,1,1
45,43486.86,705,6,0,0,0
39,58561.14,684,9,0,1,0
37,44501.17,630,8,1,2,0
38,25374.87,585,13,0,1,0
39,87644.13,672,9,2,1,0
56,40046.66,784,1,1,0,0
39,134587.21,761,18,2,0,0
53,57067.78,652,12,1,0,0
51,92374.27,650,5,0,2,0
48,67200.15,644,2,0,1,0
18,94610.92,644,12,2,0,1
53,65197.05,703,2,1,2,0
34,55137.45,764,12,0,1,0
48,84678.5,850,13,2,1,0
28,169903.53,613,4,0,0,0
25,42834.6,732,4,1,1,0
63,72945.18,723,5,0,0,0
28,48892.41,653,3,0,0,0
53,63134.93,597,9,1,0,0
41,50065.09,702,9,1,1,0
34,16666.04,849,11,0,1,0
39,44351.71,701,3,1,0,1
24,80803.66,617,12,0,0,0
39,33436.28,667,3,0,0,0
27,77689.33,588,12,1,0,0
35,53734.18,681,0,2,2,0
51,44544.98,734,15,0,1,0
43,77103.79,624,5,0,0,0
22,68907.19,419,10,0,1,0
50,60492.43,702,11,0,1,0
39,81466.74,639,1,0,0,0
33,54260.36,619,12,0,1,0
48,21540.0,619,5,1,0,0
37,40576.31,712,6,1,0,0
26,19886.55,647,4,0,1,0
62,68096.59,754,16,2,2,0
39,76733.98,756,2,0,0,0
39,78499.78,658,10,1,1,1
35,62601.68,638,4,0,1,0
54,79535.8,690,13,0,2,0
33,22285.65,668,19,0,0,0
21,46453.94,539,4,0,0,0
31,24162.13,833,8,0,0,0
55,40979.83,737,6,0,0,0
49,109987.93,642,13,2,2,1
36,84678.63,526,6,0,0,1
56,68264.33,665,12,0,2,0
48,44765.36,632,6,1,0,1
36,29827.99,675,19,2,0,0
38,53826.1,506,0,0,0,0
43,85420.2,642,9,1,1,0
30,60170.4,647,7,1,0,0
40,22184.62,664,7,1,2,0
43,51653.1,661,9,1,0,0
19,18832.43,684,8,1,2,0
37,73283.58,801,9,0,0,0
36,34665.36,638,10,0,1,0
52,26593.96,607,16,0,0,0
18,73789.03,541,0,0,1,1
35,64840.71,639,17,0,1,0
34,55061.14,567,20,0,0,1
51,146657.32,756,0,1,0,0
39,67339.34,672,8,1,0,0
61,35508.29,755,14,0,1,0
47,63551.25,797,12,2,1,0
35,42487.34,610,16,0,0,0
42,92353.55,652,9,3,0,1
35,56414.9,786,0,0,0,0
50,59276.11,695,14,0,1,0
24,23832.75,721,11,1,0,0
30,50547.86,762,15,0,1,0
45,47660.92,751,0,1,1,1
54,29374.82,712,1,0,1,1
18,43881.55,791,8,2,1,0
56,60954.09,674,14,0,0,0
38,48914.31,721,16,2,2,0
18,24196.18,665,4,0,0,0
18,42761.42,761,5,1,1,0
21,38792.71,623,22,0,1,0
39,54000.94,545,5,0,1,0
39,51162.71,732,11,0,1,0
47,39902.47,598,5,1,2,0
33,39130.92,590,10,0,0,1
26,50696.46,781,3,0,1,0
35,79339.26,757,3,1,0,0
40,56349.03,652,6,2,0,0
42,99861.02,436,5,1,2,0
30,86387.26,722,6,0,2,0
50,103605.04,733,10,0,1,0
32,97179.38,721,17,0,0,0
29,107095.34,717,5,2,1,0
33,27540.93,665,3,2,2,1
52,67759.04,647,8,1,2,0
38,90143.69,591,3,0,2,1
31,98667.77,624,0,1,1,0
51,33344.25,705,13,2,0,0
65,68097.12,707,8,0,0,0
42,50899.15,743,8,0,0,0
54,123442.42,567,0,0,0,0
52,24498.18,547,5,1,0,1
32,33368.09,649,0,1,1,1
40,19824.68,598,7,0,1,0
24,52696.7,694,8,0,1,0
37,152043.23,575,8,1,0,0
32,47945.93,774,4,0,0,0
35,51560.78,614,3,0,2,0
31,64545.09,807,7,1,2,0
36,46251.76,721,9,0,2,1
46,58865.65,595,5,2,2,0
38,59641.44,847,3,2,0,0
18,32119.6,701,3,2,1,0
31,46769.04,693,4,0,0,0
21,71037.73,674,5,0,0,0
42,77986.27,717,2,1,0,0
46,93831.02,722,5,0,1,0
43,57972.15,610,14,0,0,0
30,58565.02,662,6,1,0,0
42,71331.44,689,1,1,2,0
34,36410.59,726,0,1,0,0
26,35671.61,727,17,1,1,0
48,46055.44,693,13,0,1,0
49,25912.77,635,9,0,0,0
51,60081.09,631,13,2,0,0
32,82829.62,584,10,1,0,1
54,34371.33,727,7,0,1,0
34,60935.71,630,1,0,1,1
47,35790.38,664,17,1,0,0
33,29487.22,699,5,0,1,0
37,137006.07,680,6,1,0,0
18,29699.44,679,8,1,1,0
36,25857.1,607,8,0,1,0
41,54576.45,701,10,0,1,0
35,56064.65,654,10,1,0,1
61,68433.39,673,5,0,1,0
26,133334.2,772,8,0,0,0
33,33237.54,720,10,1,0,0
29,36709.16,634,4,1,0,0
33,109579.19,668,15,1,0,0
52,78398.64,807,7,0,0,0
57,73133.42,655,15,1,2,0
31,36499.93,683,1,2,0,0
31,86072.4,733,11,1,2,0
26,73246.92,697,3,0,0,0
55,53893.69,650,4,0,1,0
53,36590.21,620,12,1,0,0
38,51706.97,679,6,0,2,0
23,111775.03,732,20,1,0,0
24,28367.97,785,10,0,0,1
42,32862.93,562,4,0,0,0
46,35814.17,821,10,0,1,0
18,39918.27,656,6,0,2,0
36,48636.6,753,12,0,1,0
59,79164.68,620,6,3,1,1
37,61741.22,551,10,1,2,1
57,50534.95,574,8,0,1,0
47,56302.64,653,8,0,0,0
26,66969.69,721,13,0,0,0
36,21144.75,682,0,1,1,0
38,83766.81,659,8,1,1,0
28,32428.52,769,4,1,1,0
28,39271.13,680,1,0,0,0
58,58117.24,702,3,1,0,0
28,47206.98,850,4,0,0,0
52,62533.97,679,6,0,2,0
34,52623.28,624,9,1,0,0
39,42418.25,718,10,0,2,0
46,105280.04,738,5,1,0,0
32,69844.93,704,15,0,1,0
46,57014.37,692,6,0,1,0
18,69304.14,798,0,0,1,0
45,34452.45,788,6,0,1,0
18,145420.65,670,8,3,1,1
37,28457.91,628,0,2,0,0
50,51874.59,714,14,0,0,1
47,42479.92,628,7,0,1,0
24,41680.67,750,2,0,0,0
25,39060.68,713,3,1,1,0
31,33327.73,850,11,0,1,0
42,88802.59,797,12,2,0,1
18,26840.0,593,4,1,0,1
39,80160.16,638,1,0,0,0
43,67796.7,526,8,0,0,0
36,40520.14,508,9,1,0,1
46,63978.58,689,10,0,0,1
42,45299.46,584,5,2,0,0
33,28268.31,811,7,0,0,0
18,28418.15,772,8,0,0,0
41,68031.14,658,12,0,0,0
28,66289.39,653,14,0,2,0
33,55326.41,798,16,1,1,0
45,40305.44,817,14,0,0,0
57,44568.57,605,17,1,1,0
39,41656.95,595,13,0,1,0
46,20466.16,655,5,1,1,0
22,50545.37,714,15,1,1,0
42,63654.64,638,1,0,2,0
39,50706.25,716,19,0,2,0
54,118726.12,836,3,1,0,0
33,29664.87,567,12,2,1,1
37,35222.77,644,15,0,0,0
52,52392.02,569,10,0,0,0
38,55374.99,613,0,1,2,1
26,18946.9,656,3,0,2,0
70,66260.49,621,9,0,1,1
27,55501.12,721,11,0,0,0
39,16988.7,692,7,0,0,0
44,46242.07,703,8,0,0,1
43,32719.59,655,0,1,1,1
37,39078.92,662,16,1,0,1
37,25108.2,651,6,0,1,0
37,60360.75,660,11,1,2,0
26,118289.25,713,15,1,0,0
65,55966.68,526,2,1,2,1
37,16652.37,703,8,2,0,0
47,56545.34,610,9,1,0,1
35,44474.92,652,6,0,0,1
35,28268.23,555,12,1,0,0
34,58501.75,651,4,0,1,0
21,76106.0,702,8,0,1,0
38,35092.87,716,6,0,1,0
35,21550.05,585,19,2,0,0
54,17928.8,712,4,1,1,0
25,35142.18,771,11,1,1,0
33,45353.76,640,16,1,0,1
29,37873.13,680,3,2,0,1
57,34834.34,514,8,1,1,1
29,65117.58,608,3,0,2,1
46,61784.82,701,0,0,1,0
51,54165.35,756,4,0,2,0
38,73735.81,632,5,1,0,1
23,35307.35,850,5,0,1,0
23,28359.59,705,6,0,0,0
50,37753.49,578,8,0,0,0
24,36473.77,782,2,0,0,0
44,17577.15,579,9,1,1,0
41,37317.43,706,14,0,1,0
44,85171.77,605,14,0,1,1
45,73161.65,571,6,0,1,1
28,63741.55,756,12,1,0,0
28,52355.33,659,4,0,0,0
48,101159.05,818,6,0,0,0
32,28851.47,598,9,0,0,1
18,30260.13,555,6,0,0,0
47,86003.88,641,1,1,2,1
27,49702.1,850,12,1,2,0
45,35045.79,746,3,0,2,0
56,64599.52,724,5,1,0,0
40,39370.28,726,13,0,1,0
51,32248.84,641,10,0,2,0
41,31803.26,850,8,2,0,0
59,57571.02,716,0,0,0,1
27,54334.12,709,2,0,0,0
39,104649.65,758,9,0,1,0
48,42402.19,578,11,0,1,0
37,42042.04,609,9,0,2,0
53,100691.51,660,5,0,0,0
34,80243.69,759,5,1,0,0
64,52704.13,576,9,0,1,0
65,22460.05,674,1,1,0,1
43,32665.43,663,8,0,2,0
46,28939.21,554,1,0,1,1
54,49922.44,639,2,0,1,0
25,38018.55,723,8,0,0,0
24,109256.37,561,10,0,1,0
55,22343.29,792,9,1,2,0
43,27428.29,717,2,1,1,0
37,55398.87,707,0,1,1,1
40,63622.22,680,7,0,1,0
18,13445.93,592,0,0,1,0
37,20584.53,628,12,0,0,1
30,42967.45,708,2,1,2,0
51,96569.85,627,19,0,0,0
51,125980.25,695,3,1,0,0
46,39844.96,608,10,1,2,0
44,45011.64,716,4,0,1,0
22,32259.48,722,7,0,1,0
47,67278.98,549,8,0,0,0
47,105268.0,685,12,3,1,0
54,91859.03,558,13,0,1,1
65,48315.11,531,11,2,1,1
19,32232.62,632,13,2,0,1
35,49222.13,850,4,1,0,0
31,97771.98,742,11,1,0,0
42,40124.46,791,6,1,0,1
40,19777.21,728,12,2,0,0
37,40945.43,696,8,0,1,0
52,42637.4,751,11,0,0,0
26,19719.26,628,9,0,0,0
27,55051.18,717,11,1,2,0
27,63133.22,774,3,0,1,0
35,124237.0,735,0,1,1,0
25,25180.16,779,12,0,1,0
39,70633.56,694,14,0,0,0
38,79492.51,815,7,1,1,0
30,63564.5,663,12,1,2,0
50,29631.68,849,0,1,0,0
39,28782.9,725,4,1,1,0
52,51461.97,649,8,1,1,0
37,51281.68,585,0,0,0,0
39,37059.61,615,0,1,0,1
33,93509.52,603,8,0,0,0
39,40119.76,672,4,0,2,0
48,19018.16,578,6,1,2,0
35,43825.53,783,5,0,0,0
46,62326.17,688,1,0,0,0
30,58161.6,685,6,1,2,0
49,57936.99,586,7,0,1,0
33,103465.6,618,5,0,1,0
50,28074.16,502,5,1,0,1
40,39661.88,809,6,1,0,0
58,106141.35,566,12,0,0,0
26,18330.56,572,7,0,1,0
22,47722.24,793,0,1,2,0
32,90622.75,711,2,0,1,0
23,89949.9,689,12,0,0,0
23,68190.34,707,4,0,0,0
47,69059.22,756,7,0,2,0
39,29128.97,687,17,0,1,0
34,97400.69,556,11,1,0,1
35,26902.36,738,0,0,0,0
32,27716.79,713,15,3,1,0
59,59512.23,773,8,0,0,0
31,38311.02,580,9,0,0,0
24,54358.07,621,9,2,1,1
49,60802.34,711,12,0,1,1
37,119259.24,604,7,0,0,0
64,60892.32,491,0,1,0,1
33,35980.52,695,9,1,0,0
50,68750.82,751,1,0,0,0
52,32342.03,669,17,1,0,1
33,77387.28,723,6,1,1,0
31,50630.73,712,7,1,0,0
48,59890.42,680,4,0,1,1
46,20124.09,690,9,2,1,0
23,15908.79,787,10,1,2,0
26,23139.3,602,4,0,1,1
18,117346.39,741,10,0,1,0
47,27609.7,585,8,0,2,0
36,70696.75,616,7,0,0,0
38,35562.47,775,4,0,0,0
19,43476.9,583,19,1,0,0
26,47936.85,660,13,1,1,0
34,111512.19,850,11,1,0,0
31,65660.5,762,13,2,0,0
41,59427.75,621,9,0,0,1
47,93746.46,634,6,1,0,1
67,35717.7,666,0,1,0,0
39,83631.16,784,1,1,2,0
53,76930.01,599,18,0,0,0
30,76492.63,595,13,1,0,0
19,45364.8,737,9,0,2,0
35,39392.97,545,0,0,1,0
20,31732.23,607,11,0,2,0
40,32741.83,673,6,0,2,0
30,30992.28,677,11,1,0,1
18,58889.84,570,2,0,0,0
60,43731.85,708,5,1,1,0
33,60821.59,724,12,0,0,0
20,62563.73,627,17,2,0,1
50,28857.41,812,4,0,1,0
31,28427.6,707,3,3,0,0
53,43724.76,599,13,2,0,0
31,33270.94,809,1,1,1,1
33,31564.68,638,2,0,0,0
44,114444.3,694,9,1,0,0
47,22772.81,641,18,3,1,0
49,134797.94,729,3,2,0,0
38,56638.16,641,6,1,2,1
46,80267.42,646,8,1,0,0
48,75672.22,667,5,1,0,0
42,66734.65,639,0,1,2,1
38,112523.33,765,12,2,0,0
22,28532.29,579,8,2,2,1
47,45333.92,677,9,1,1,0
40,32002.73,687,7,1,0,0
35,20993.33,670,15,1,1,0
55,35220.35,757,5,0,0,0
22,125025.61,559,2,0,2,0
59,44948.23,725,16,1,2,0
39,132158.58,580,0,1,0,0
43,139095.16,639,7,1,2,0
35,219161.72,572,7,1,0,0
19,127102.17,653,7,1,1,0
38,159383.09,633,0,1,0,1
44,57675.27,811,2,0,0,0
48,54949.18,699,12,0,0,0
37,56807.28,715,14,3,0,0
18,49022.33,591,5,0,0,0
21,52829.85,739,3,0,1,0
64,71402.72,811,0,1,2,0
26,38835.54,749,12,1,1,0
57,24616.89,575,12,0,0,0
28,58794.84,642,0,0,0,0
37,34668.87,688,0,0,2,0
47,36510.8,633,8,0,1,0
30,45643.81,850,9,0,0,0
59,40697.76,641,5,0,0,0
40,85393.16,676,7,0,2,0
45,45099.63,631,6,0,0,0
36,87572.72,698,8,1,0,0
47,54339.58,790,3,0,2,0
58,46898.24,689,7,1,1,0
38,53056.37,662,4,2,2,0
60,25698.43,594,4,0,0,0
32,58048.76,776,0,1,2,0
49,74951.36,668,7,0,2,0
45,80452.74,665,12,1,1,0
27,24932.14,492,6,1,2,1
42,22937.08,669,6,1,0,0
40,37481.05,647,14,0,1,0
29,97961.63,533,13,1,1,0
44,54747.54,759,16,1,1,0
41,33278.02,637,19,1,1,0
39,23707.11,831,8,2,2,0
39,34822.02,793,2,0,0,0
38,33665.35,622,5,1,1,0
35,78261.33,789,10,1,0,0
41,81330.15,808,15,1,1,0
32,28999.94,635,2,0,1,0
71,71437.84,597,9,0,2,0
23,67871.97,507,4,0,2,0
32,27177.9,710,7,0,1,0
33,47008.83,602,7,2,0,1
64,58128.42,712,9,1,1,0
24,53189.58,634,18,1,1,0
45,20842.08,617,10,0,0,1
42,52343.93,635,5,0,0,1
44,67381.95,576,5,0,2,0
54,107990.34,635,7,1,0,0
54,35087.65,621,3,0,2,1
34,37319.58,678,8,1,0,0
42,44159.64,688,0,0,2,0
18,56704.45,594,6,0,1,0
41,51457.37,768,7,1,1,0
30,66313.85,667,2,0,1,0
37,27928.61,800,6,0,1,0
19,59780.02,699,13,0,1,0
44,33822.86,685,13,0,0,0
19,45630.56,640,5,2,0,1
41,115151.83,729,10,0,2,0
25,24364.41,682,0,1,2,0
29,42627.99,748,6,1,2,0
53,25917.59,808,9,1,1,0
47,52919.86,621,15,0,1,0
53,82794.46,729,13,0,2,0
58,53360.58,726,9,0,1,0
30,46241.92,716,3,0,0,0
57,95244.37,645,14,0,1,0
22,57829.32,646,6,0,0,0
48,73849.39,633,10,1,0,1
34,70096.54,631,7,1,1,0
28,11636.24,612,17,1,2,0
47,47177.18,671,4,1,0,0
51,28594.3,619,12,0,1,0
50,32381.47,714,7,0,0,0
42,102466.69,684,10,1,1,0
41,40643.62,693,16,1,1,0
46,126283.43,658,0,0,1,0
43,24249.61,685,7,0,0,0
46,28514.4,660,3,0,0,0
42,71766.66,742,10,0,1,0
50,41328.77,644,11,0,1,0
20,57163.09,710,5,0,0,0
38,46343.98,575,5,0,0,0
23,45647.85,736,9,1,1,1
43,42103.32,635,1,0,0,0
59,53623.71,607,9,0,0,1
34,67563.23,588,3,1,0,0
41,109887.36,582,11,1,2,1
49,44300.17,641,1,0,2,1
18,40262.7,799,5,0,0,0
33,37751.07,628,4,0,1,0
44,102220.95,503,6,0,0,0
18,69228.12,709,14,0,1,0
28,18967.52,590,12,3,0,1
53,18553.98,745,5,0,0,1
52,32369.47,646,5,1,1,0
44,54999.13,658,12,1,0,0
50,48207.26,775,2,1,0,0
42,63410.79,729,8,0,1,0
46,44903.83,580,4,1,0,0
36,98588.45,592,7,0,2,0
41,72117.77,537,12,0,0,0
32,50959.59,850,4,1,0,0
55,86913.59,610,12,1,0,0
58,21494.38,773,18,1,0,0
56,46979.31,637,11,0,1,0
35,52509.86,593,7,1,1,1
28,66238.57,681,13,0,1,0
55,20793.94,653,2,1,0,0
46,43036.18,744,15,1,2,0
43,59887.94,745,4,0,0,0
32,62229.29,632,18,2,0,1
45,88704.41,564,4,0,2,0
26,71736.34,584,11,0,0,0
47,47551.9,497,0,1,2,1
56,68698.79,658,6,0,1,0
59,44325.62,679,2,0,0,1
48,52753.58,588,0,1,1,1
23,72940.64,578,14,0,2,0
42,47922.94,678,1,1,1,1
65,58746.97,629,4,0,0,0
29,79273.12,662,3,0,1,0
39,69988.23,650,13,0,0,1
56,90829.18,699,13,0,0,0
47,157035.03,634,14,0,0,1
69,69665.74,640,4,0,1,0
31,38923.51,529,14,0,0,1
28,63317.15,675,4,1,1,0
54,61970.22,687,4,1,0,0
25,66619.68,665,4,0,0,0
37,103518.76,832,4,2,0,0
39,21119.33,693,7,2,1,0
52,104497.56,667,3,1,0,0
47,123649.77,719,9,0,2,0
45,65123.15,849,0,0,0,0
35,65911.46,700,9,0,1,0
54,43441.81,502,2,0,1,0
80,49176.05,714,4,0,1,0
48,69492.64,609,4,0,1,0
41,67290.62,526,12,0,0,1
24,70287.89,815,10,1,0,0
32,67059.41,798,7,3,0,0
37,76818.06,607,4,0,2,0
33,72643.87,608,11,1,0,0
39,29372.84,692,16,0,2,1
61,74319.9,609,7,1,1,0
54,124155.9,669,0,0,2,0
38,48372.49,622,4,2,0,1
25,103750.06,647,10,1,0,0
56,30987.91,567,5,1,0,0
39,48296.71,746,3,1,1,0
19,35575.8,776,3,0,2,0
48,97695.49,671,8,2,2,0
52,111328.24,677,0,0,0,0
18,46648.77,730,7,0,1,0
30,88038.61,680,8,1,1,0
38,111894.68,818,5,0,0,0
48,48220.55,574,2,1,0,1
33,52306.49,748,13,3,2,0
30,70742.92,670,1,2,2,1
48,32168.11,590,8,4,2,1
34,51794.99,850,11,0,1,0
46,143113.54,850,8,0,0,0
26,38177.18,663,14,0,1,0
23,75125.33,715,2,1,0,1
49,63697.6,642,4,0,2,0
43,45166.78,655,5,0,0,0
51,54766.15,589,24,2,0,0
33,117748.93,577,10,0,1,0
30,64653.57,827,11,1,0,0
56,69906.18,676,11,2,0,0
21,109144.85,684,8,0,0,1
55,42416.59,615,13,2,0,1
55,29043.28,695,0,1,0,0
50,118678.53,559,9,0,0,0
31,52483.86,618,10,0,1,0
30,76634.33,584,13,0,0,0
37,33484.42,783,2,0,0,0
24,59531.64,547,2,0,0,0
28,28325.95,585,2,0,1,0
47,50608.25,516,10,2,0,1
47,35455.67,608,10,2,0,1
27,31608.23,643,3,0,1,0
48,42126.77,758,17,2,2,0
45,15573.17,662,9,2,0,1
58,27448.01,647,8,2,0,1
46,72490.23,703,6,0,0,0
52,58327.75,644,12,2,2,1
45,28649.94,850,9,1,1,0
51,64468.81,632,17,2,1,1
24,31599.4,713,1,1,0,0
38,70331.98,746,0,2,0,0
39,46266.83,630,4,1,2,0
37,41665.9,693,10,0,0,0
45,46838.85,639,5,1,0,0
47,176268.6,701,14,0,2,0
44,33543.53,688,6,1,0,0
37,54900.59,668,13,0,0,0
31,72452.35,587,3,1,0,1
53,30296.68,829,13,0,1,0
44,22089.8,726,14,0,2,0
27,36295.57,552,5,0,1,0
37,71663.13,646,10,1,2,0
19,41315.72,554,9,1,0,1
40,43671.33,740,10,0,1,0
37,77295.02,678,14,1,1,0
33,32755.58,680,12,1,0,0
59,46892.94,612,10,1,1,0
26,22996.09,654,11,0,1,1
48,57547.13,742,1,1,1,0
66,54981.58,764,7,3,1,0
52,72967.41,747,2,1,0,0
39,27649.75,555,7,0,0,0
26,44536.14,665,13,0,2,0
23,25868.07,700,7,0,1,0
35,43345.0,621,0,0,0,0
31,102836.34,547,2,1,1,1
31,41757.05,577,10,0,1,0
36,24761.37,799,5,0,0,0
38,34893.66,584,11,1,0,1
45,21906.18,683,1,0,1,0
25,25645.25,667,9,1,0,1
31,68561.98,667,10,0,2,0
38,23786.14,654,11,3,0,0
37,57306.21,743,4,0,1,0
62,49655.84,682,11,1,1,0
42,37580.32,629,15,0,0,0
20,54922.31,684,0,0,0,0
45,30673.96,577,8,0,0,0
46,74639.28,718,0,0,1,0
38,34573.05,625,3,0,0,0
25,40409.35,630,4,1,2,1
61,38075.43,721,7,0,1,0
27,69198.66,647,9,2,0,0
47,64358.35,651,12,0,0,0
42,13215.55,773,9,1,0,0
47,55665.81,602,11,1,1,1
60,20490.23,719,2,1,2,0
46,41329.8,755,13,1,1,0
33,46439.84,773,0,0,1,0
53,41108.53,850,15,1,0,0
32,62969.74,628,14,1,1,0
41,70265.65,610,11,1,2,0
24,33298.48,745,19,0,0,0
27,32699.06,755,0,1,2,0
40,48147.05,616,11,1,0,1
44,22654.96,718,8,0,0,0
19,38619.44,850,9,0,2,0
45,96185.98,688,2,0,1,0
30,23082.95,753,9,0,0,0
55,41354.7,806,9,0,0,0
35,36455.57,850,4,1,0,0
26,133603.79,699,7,1,0,0
40,37461.51,780,1,0,2,0
29,38564.77,616,6,0,1,0
55,29278.76,681,12,1,0,0
